Florida International,0.00116834639921
Miami (OH),0.00115561399984
North Carolina Central,0.00115331746445
Purdue,0.00113466878604
New Mexico State,0.00111944013233
Alabama State,0.00111003283212
Syracuse,0.00110425709545
UNLV,0.00109282252593
Winston-Salem,0.00108199966972
Arkansas-Pine Bluff,0.00107872571486
Eastern Illinois,0.00106581170355
Princeton,0.0010626533337
Louisiana-Monroe,0.00105552866669
Army,0.00104536850214
UAB,0.00103468933973
North Carolina A&T,0.00102759194303
Towson,0.00101391027153
Temple,0.00100068435156
Akron,0.000999283937438
Ohio,0.000997829375782
Utah State,0.000983118273625
Alabama A&M,0.000967634127074
Southern Methodist,0.000924355221278
Citadel,0.00092290526028
Mississippi Valley State,0.000916593662624
Rhodes,0.00088426166325
Iowa State,0.000884222999557
Missouri State,0.000872352013568
Campbell,0.000856481481481
Chattanooga,0.000856481481481
Wagner,0.000845680352112
Illinois State,0.000835161050575
Toledo,0.00078911919434
Franklin,0.000783356765311
Northeastern,0.00074695474228
Idaho State,0.000740743470635
Columbia,0.000720081925692
Austin Peay,0.000710424776871
Georgetown,0.000683315197416
Washington State,0.000672583216135
Alcorn State,0.00066223069047
Howard,0.000660564666153
Edward Waters,0.000660564666153
San Diego State,0.00064887113646
Tulane,0.000646540332716
Wesley College,0.000645701703508
Idaho,0.000625927132535
Fayetteville State,0.000603008655075
St. Francis (IL),0.000588728721657
Marian,0.000588728721657
Tuskegee,0.000580461392689
Washburn,0.000568891421753
Henderson State,0.000564842613817
Arkansas-Monticello,0.000564842613811
North Texas,0.000563630979382
Stonehill,0.000552816500375
Birmingham Southern,0.000535763888889
Methodist,0.000535763888889
Northern Colorado,0.000520202231148
Baker University,0.000462962962963
Virginia State,0.000462962962963
Morehouse,0.000462962962963
Livingstone,0.000462962962963
Bentley College,0.000462962962963
Upper Iowa,0.000462962962963
Stillman,0.000462962962963
Indiana State,0.000462962962963
Montana-Western,0.000462962962963
St. Cloud State,0.000462962962963
Wisconsin-La Crosse,0.000462962962963
Western Oregon,0.000462962962963
Glenville State,0.000462962962963
Shorter,0.000462962962963
Assumption,0.000462962962963
Dartmouth,0.000462962962963
Delta State,0.000462962962963
Texas A&M-Kingsville,0.000462962962963
Central State,0.000462962962963
Missouri S&T,0.000462962962963
Adams State,0.000462962962963
Pace,0.000462962962963
Central Methodist,0.000462962962963
North Greenville,0.000462962962963
Chowan,0.000462962962963
Delaware Valley,0.000462962962963
Dixie State,0.000462962962963
Culver-Stockton,0.000462962962963
Clark Atlanta,0.000462962962963
Quincy,0.000462962962963
West Georgia,0.000462962962963
Johnson Smith,0.000462962962963
Lincoln (MO),0.000462962962963
Central Washington,0.000462962962963
Concordia College,0.000462962962963
Lambuth,0.000462962962963
Webber International,0.000462962962963
Southern Connecticut State,0.000462962962963
William Penn,0.000462962962963
Cumberland University,0.000462962962963
Shaw,0.000462962962963
Mars Hill,0.000462962962963
Albion,0.000462962962963
Azusa Pacific,0.000462962962963
Southern Oregon,0.000462962962963
Washington,0.000462962962963
West Chester,0.000462962962963
Langston,0.000462962962963
Benedict,0.000462962962963
Merrimack,0.000462962962963
Carthage,0.000462962962963
Southeastern Oklahoma,0.000462962962963
Lenoir-Rhyne,0.000462962962963
Faulkner,0.000462962962963
Texas College,0.000462962962963
Humboldt State,0.000462962962963
St. Francis (PA),0.000462962962963
Tusculum,0.000462962962963
Texas A&M-Commerce,0.000462962962963
New Mexico Highlands,0.000462962962963
Southwest Baptist,0.000462962962963
Angelo State,0.000462962962963
East Central Oklahoma,0.000462962962963
Southern Virginia,0.000462962962963
Concordia University (WI),0.000462962962963
Western Washington,0.000462962962963
St. Ambrose,0.000462962962963
Kentucky Wesleyan,0.000462962962963
